traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32
772,-0.519334733,0.144470274,1.15955353,2.8145709,7.89798784,-3.84256196,1.5978483,-6.04017258,8.23146725,10.8166142,-9.90074444,-5.92352009,5.34048939,-7.33548117,10.1638374,6.23558617,5.24467468,3.17578411,17.3840046,-8.09610367,5.32383776,6.28992748,3.20547867,-9.76686859,-6.07132673,8.92914677,11.7417774,-4.01656199,12.4291983,-0.732134581,2.05181599,-0.290509015
773,-0.512925923,0.150466815,1.16678393,2.82990408,7.89734602,-3.84590554,1.72474575,-6.02789068,8.1636858,10.795948,-9.99218559,-5.76458454,5.20459747,-7.60464907,10.0371752,6.29183102,5.27657413,3.26967573,17.3134975,-8.13143539,5.41311073,6.34148169,3.16006637,-9.78456879,-6.09845257,8.87357616,11.7544432,-3.99495316,12.4707947,-0.677965701,2.06458592,-0.284747213
774,-0.506474614,0.156481788,1.17404842,2.84530926,7.89673424,-3.84746599,1.85176897,-6.01243258,8.09922695,10.7751226,-10.0770636,-5.59916115,5.06567383,-7.87908792,9.90393543,6.34213495,5.31125832,3.36507845,17.2398205,-8.16859913,5.50218868,6.39386272,3.11460972,-9.8019495,-6.12531185,8.81989288,11.7654591,-3.9741838,12.5121002,-0.623143971,2.07701373,-0.279062986
775,-0.500045717,0.162489265,1.18132138,2.8607769,7.89616489,-3.84726787,1.97834253,-5.99355268,8.03886986,10.7537937,-10.1555538,-5.42848301,4.92455959,-8.15522003,9.76528835,6.38611889,5.34874535,3.46214056,17.1637154,-8.20703888,5.59021854,6.44743109,3.06758428,-9.81922626,-6.15235281,8.76461601,11.7775402,-3.95220327,12.5530767,-0.568483531,2.08916831,-0.273474365
776,-0.49362877,0.168522313,1.18859446,2.87619233,7.89568758,-3.84531236,2.10351944,-5.97168112,7.98249292,10.7324286,-10.2275782,-5.25349474,4.78190184,-8.431077,9.62222958,6.42334557,5.38840103,3.55981684,17.0859928,-8.24478817,5.67816591,6.50127935,3.0203526,-9.83623505,-6.17914248,8.70927906,11.7899342,-3.92919111,12.5937643,-0.51428175,2.10090423,-0.267850548
777,-0.487255067,0.174532741,1.19585824,2.89162064,7.89529133,-3.8416338,2.22825003,-5.94669008,7.92978191,10.7107401,-10.293457,-5.07291079,4.63611269,-8.70894909,9.47343063,6.45344114,5.43081713,3.65932512,17.0054359,-8.28407764,5.76543903,6.55629778,2.97172618,-9.85302448,-6.20592022,8.65254211,11.8031292,-3.90510392,12.6343746,-0.459802091,2.11184359,-0.262341321
778,-0.480823219,0.180598333,1.20319617,2.90722585,7.89487839,-3.83634925,2.35280037,-5.91836405,7.8810606,10.6884727,-10.3531847,-4.88658047,4.48662329,-8.98887539,9.31868744,6.47581244,5.47617388,3.76092672,16.9218807,-8.32529354,5.85159826,6.61257887,2.92142415,-9.86968994,-6.23293829,8.59417439,11.8171263,-3.88008451,12.6749496,-0.404756069,2.12221861,-0.256911457
779,-0.474379539,0.186649516,1.21051812,2.92280483,7.89457083,-3.82936144,2.47680616,-5.88711548,7.8358407,10.6660662,-10.4066229,-4.69433546,4.33310318,-9.27093697,9.15793419,6.48999929,5.52401304,3.8638916,16.8352604,-8.36811733,5.9367857,6.66936779,2.87204576,-9.88605785,-6.25976181,8.5406599,11.8277273,-3.8571775,12.7145481,-0.350008875,2.13305736,-0.251500368
780,-0.467973799,0.192708552,1.21786284,2.93845391,7.89432096,-3.82075357,2.6001544,-5.85277319,7.79441547,10.643343,-10.454031,-4.49662828,4.17559338,-9.55349636,8.99167347,6.49562883,5.57438707,3.96882463,16.7457867,-8.41176891,6.02198648,6.72723913,2.82068086,-9.9021368,-6.28643036,8.48314857,11.8409653,-3.83168936,12.7545195,-0.29479292,2.14260936,-0.246213749
781,-0.46152547,0.198806182,1.22523487,2.95408964,7.89415169,-3.81068349,2.72125626,-5.81580591,7.75699282,10.6206837,-10.4957619,-4.29626036,4.01658106,-9.83100319,8.82271099,6.49372101,5.6263895,4.07498121,16.6539803,-8.45654488,6.10566664,6.78614759,2.76796985,-9.91808701,-6.31339121,8.42492962,11.8546228,-3.80537868,12.7941895,-0.239633098,2.15179181,-0.24092631
782,-0.455108106,0.204866976,1.23258901,2.96977639,7.89407635,-3.79894209,2.84269786,-5.77566051,7.72310019,10.5973644,-10.5314331,-4.08848476,3.8508985,-10.1120768,8.64648342,6.48137236,5.68104696,4.18296671,16.5590668,-8.50254536,6.18869877,6.84551048,2.715518,-9.93372822,-6.34009027,8.36903477,11.866643,-3.77997088,12.8331137,-0.184688807,2.16120362,-0.235738069
783,-0.448694438,0.210958332,1.23997545,2.98552275,7.89407063,-3.78566599,2.96332288,-5.73259258,7.69288778,10.5737333,-10.5612259,-3.87529993,3.68024206,-10.3923092,8.46494102,6.45930576,5.73794317,4.29326344,16.4605865,-8.55067348,6.27077675,6.90616035,2.66154456,-9.94906139,-6.36686707,8.31188869,11.8794155,-3.75334167,12.8720503,-0.129599243,2.16968346,-0.230606347
784,-0.442323506,0.217028692,1.24733377,3.00116825,7.89420557,-3.77101374,3.08157206,-5.68723774,7.66629601,10.5501642,-10.5858679,-3.65964007,3.50730395,-10.6662321,8.28125954,6.42879438,5.79574919,4.40437031,16.3603687,-8.59860516,6.35198116,6.96745872,2.60613847,-9.96414757,-6.39358282,8.25233555,11.8939562,-3.72474861,12.9108191,-0.074792251,2.17749929,-0.225535586
785,-0.435888797,0.223124683,1.25473762,3.01695681,7.89438581,-3.75484586,3.19964886,-5.63870525,7.64342356,10.5259285,-10.6047907,-3.43753266,3.327775,-10.9401655,8.09153843,6.38742304,5.8554759,4.51753616,16.2565498,-8.64895248,6.43154478,7.02961063,2.55074644,-9.979002,-6.42041206,8.19604397,11.9057922,-3.69807744,12.9490051,-0.0193978399,2.18542647,-0.220538795
786,-0.429472476,0.22924754,1.26217484,3.03280997,7.89463234,-3.73731565,3.31646466,-5.58747911,7.62416792,10.5014658,-10.6181993,-3.21088433,3.14308023,-11.2106647,7.8976512,6.33557081,5.91654778,4.63270378,16.1495571,-8.70056057,6.51049423,7.09285545,2.49338627,-9.9934988,-6.44719791,8.13646317,11.9198933,-3.66895056,12.9873352,0.0360031091,2.19220209,-0.215620577
787,-0.423026711,0.235387444,1.26963007,3.04870844,7.89498663,-3.71827793,3.43275118,-5.53337097,7.60832453,10.4766665,-10.625762,-2.97786975,2.95110536,-11.4798908,7.69797754,6.27182865,5.97909546,4.75012684,16.0385628,-8.75431061,6.58840036,7.15693092,2.43592501,-10.0077181,-6.47401619,8.07921696,11.9322901,-3.64076924,13.0250902,0.091377534,2.1991117,-0.210720778
788,-0.416649401,0.241505519,1.27706814,3.06456804,7.89546204,-3.69804621,3.54685426,-5.4769721,7.59606075,10.4516354,-10.6286602,-2.74247122,2.75562549,-11.741251,7.49665022,6.19857883,6.04178095,4.86866617,15.925622,-8.80825806,6.66509724,7.22183132,2.37643337,-10.0215826,-6.50077581,8.01837635,11.9473114,-3.60978246,13.0627651,0.146225229,2.20509052,-0.205921382
789,-0.410216749,0.247654378,1.28454494,3.08052325,7.89600611,-3.67645121,3.66012549,-5.41770697,7.58738375,10.4259663,-10.6263456,-2.50174189,2.55335402,-11.9985676,7.29097366,6.11353302,6.10493374,4.98875189,15.809845,-8.86347866,6.74020386,7.28728819,2.31691909,-10.0351591,-6.5275588,7.95992184,11.9604206,-3.58005309,13.0999527,0.201433107,2.21107435,-0.201167509
790,-0.403792948,0.253792316,1.29202509,3.09650707,7.8966794,-3.65344834,3.77255011,-5.35572767,7.58195877,10.3999949,-10.618516,-2.2552104,2.34346056,-12.2518759,7.08044529,6.01615,6.16862106,5.11138487,15.6895628,-8.92166996,6.81395674,7.35405874,2.25592756,-10.048418,-6.55456591,7.90094852,11.9735785,-3.54990339,13.1369143,0.256962419,2.21641994,-0.196520194
791,-0.397403747,0.259933144,1.29950202,3.11246872,7.89747858,-3.62926197,3.88320708,-5.29140902,7.57989883,10.3735933,-10.6061068,-2.00544596,2.1284194,-12.4971266,6.86794281,5.90814686,6.23156118,5.23487759,15.5673628,-8.97971153,6.88657713,7.4212141,2.19423199,-10.0612621,-6.58132124,7.84129238,11.9874601,-3.51844358,13.1735592,0.311826348,2.22133827,-0.191903859
792,-0.390965551,0.266097754,1.30701292,3.12848663,7.89836454,-3.60395789,3.99221849,-5.2247858,7.58094788,10.3471909,-10.5887871,-1.75203943,1.90745318,-12.7347193,6.65281773,5.78893852,6.29379845,5.36016321,15.441205,-9.04035091,6.95749235,7.48953104,2.13136506,-10.0738163,-6.6083951,7.7821207,12.0006285,-3.48734641,13.2098989,0.367206305,2.22584534,-0.187359631
793,-0.384589344,0.272220761,1.31449533,3.14450121,7.89941216,-3.57728386,4.10038328,-5.15534496,7.58543396,10.3199053,-10.5665216,-1.49315262,1.67836988,-12.9657402,6.43392277,5.65675545,6.35519409,5.48713255,15.3124323,-9.10159302,7.02717447,7.55845881,2.06732225,-10.085928,-6.63529253,7.72155523,12.0148201,-3.45482159,13.245903,0.422133535,2.22992849,-0.182927594
794,-0.378148109,0.278449476,1.32208729,3.16072631,7.90045261,-3.54955149,4.20731449,-5.08311558,7.59347105,10.292078,-10.5394697,-1.23022485,1.44230998,-13.1882563,6.21244574,5.51241636,6.41512918,5.61557055,15.1805172,-9.1640501,7.09539986,7.62803793,2.00292897,-10.0976858,-6.66223574,7.66224289,12.0282068,-3.42231441,13.2816181,0.476828128,2.23376632,-0.178456247
795,-0.371745586,0.284621656,1.32963216,3.17686844,7.90169811,-3.52059126,4.31276417,-5.00866318,7.60433626,10.2638884,-10.5078182,-0.963078499,1.19912517,-13.4014912,5.98857975,5.35612011,6.47316885,5.74559307,15.045269,-9.22846794,7.16199255,7.69871044,1.93640816,-10.1089745,-6.68919754,7.60010242,12.0428686,-3.38836241,13.3175755,0.532634974,2.23594236,-0.174190059
796,-0.365307063,0.290836483,1.33722079,3.19308782,7.90302134,-3.49063015,4.41659784,-4.93181896,7.61837721,10.2352562,-10.4717951,-0.69280833,0.949641168,-13.6040421,5.76331663,5.18850946,6.52871037,5.87652636,14.9073706,-9.29362965,7.22693682,7.76982737,1.86987853,-10.1199484,-6.71628571,7.54020262,12.0563021,-3.35503173,13.3526974,0.587533355,2.23883533,-0.169879809
797,-0.358939379,0.296997547,1.34475684,3.20919824,7.90455914,-3.45957613,4.51866722,-4.85295963,7.63507843,10.2063036,-10.4316168,-0.419470072,0.694009066,-13.7951221,5.53694725,5.01010084,6.58137178,6.00854158,14.7664604,-9.36036968,7.29011297,7.84189892,1.8015089,-10.1304159,-6.74337816,7.47806931,12.0711613,-3.31988168,13.3876848,0.642217338,2.24067545,-0.165690154
798,-0.352522999,0.303212583,1.35236299,3.22548318,7.9061451,-3.42743635,4.61974716,-4.77120399,7.65522718,10.1764069,-10.3869562,-0.141621664,0.430116236,-13.9753723,5.30839586,4.81864882,6.63083649,6.14154339,14.6234274,-9.42737198,7.35176706,7.91433144,1.73280597,-10.1404686,-6.77042675,7.41690207,12.0851841,-3.28502369,13.4223785,0.697124183,2.24228692,-0.16155161
799,-0.346115619,0.309443295,1.35999012,3.24180865,7.90785074,-3.3943007,4.71928358,-4.68708992,7.67830706,10.1458769,-10.3382511,0.139267817,0.159714058,-14.1428833,5.07897139,4.61631107,6.67665339,6.2755661,14.4773254,-9.49609089,7.41136932,7.98764229,1.66265213,-10.1500406,-6.79761887,7.3547225,12.099843,-3.24900103,13.456831,0.751706421,2.24328637,-0.157462284
800,-0.339690566,0.315685183,1.36763036,3.25814629,7.90969419,-3.36022949,4.81715059,-4.60087872,7.70400429,10.115098,-10.2854643,0.422958046,-0.117143139,-14.2971048,4.8489275,4.40313578,6.71821117,6.41008234,14.3284359,-9.56575584,7.46953201,8.0615797,1.59188235,-10.159152,-6.82471895,7.29297352,12.1141243,-3.21289945,13.4909773,0.806355059,2.24386621,-0.153428048
801,-0.333250016,0.321896672,1.37526059,3.27449918,7.91168451,-3.32519937,4.91347313,-4.51233196,7.73260355,10.0834322,-10.2290144,0.709287286,-0.400140911,-14.4371128,4.61870956,4.17967319,6.75518322,6.54494286,14.1773043,-9.63741398,7.52451038,8.13610172,1.52043712,-10.1679277,-6.85246754,7.23328733,12.1265211,-3.17850256,13.5244904,0.861374855,2.24448347,-0.149518684
802,-0.326861709,0.328152001,1.38293421,3.29095387,7.91379547,-3.28903413,5.00887966,-4.42088032,7.76430893,10.0509644,-10.1678324,1.00044143,-0.692447245,-14.5634556,4.38642931,3.94276571,6.78727627,6.68103743,14.023325,-9.70878315,7.57932949,8.21136761,1.4472425,-10.1759434,-6.87940598,7.16942739,12.1421652,-3.1399467,13.5582113,0.91550082,2.24388385,-0.145624951
803,-0.32048288,0.334379643,1.39057517,3.30730772,7.9160881,-3.25225353,5.10180855,-4.32815456,7.79799891,10.018178,-10.1042719,1.29099393,-0.986825943,-14.6726971,4.15704727,3.70001793,6.81370926,6.815979,13.8683996,-9.78071499,7.63138342,8.286973,1.37324107,-10.1835651,-6.90677595,7.10632849,12.1571693,-3.10170794,13.5913448,0.969325185,2.24313045,-0.14177461
804,-0.314063549,0.340640426,1.39828074,3.32384324,7.91845465,-3.21440053,5.1939497,-4.23231936,7.83494997,9.98429012,-10.0362244,1.58608925,-1.29012036,-14.766799,3.9259789,3.44480228,6.83441639,6.95166588,13.7101984,-9.85473537,7.68125057,8.36335468,1.29846334,-10.1906643,-6.93427896,7.04400587,12.1711988,-3.06401968,13.6242943,1.02375984,2.24178553,-0.138050467
805,-0.307636678,0.346927732,1.40601468,3.34044027,7.92092752,-3.17577338,5.28444433,-4.13419437,7.87459755,9.94945621,-9.96505737,1.882581,-1.5982852,-14.843545,3.69623017,3.1811204,6.84892607,7.0869689,13.550725,-9.92882919,7.7291441,8.44019985,1.2222079,-10.1971798,-6.96176624,6.97983599,12.1864233,-3.02458763,13.6570749,1.07788098,2.23982334,-0.134366766
806,-0.301222652,0.353206038,1.41373432,3.35697055,7.92360449,-3.13637614,5.37304735,-4.03445196,7.91615629,9.91429138,-9.89082813,2.18006778,-1.91049469,-14.9026394,3.46807957,2.91040993,6.85681438,7.22105885,13.3896332,-10.0036783,7.7748251,8.51741982,1.14595509,-10.2032337,-6.98943901,6.91802406,12.1999903,-2.98634458,13.6893988,1.13192976,2.23751092,-0.130710989
807,-0.294827104,0.359471023,1.42146039,3.3735621,7.92641687,-3.09613705,5.46028185,-3.93214822,7.96052265,9.87805271,-9.81319618,2.47948408,-2.22829533,-14.9435177,3.24081826,2.63094997,6.85789967,7.35481215,13.2267942,-10.0790644,7.81858587,8.5952301,1.06788266,-10.2086067,-7.01697445,6.85347795,12.2154245,-2.94579196,13.7214165,1.18536174,2.23484802,-0.127157718
808,-0.288455576,0.36573571,1.42917836,3.39011598,7.92942858,-3.05512214,5.54578876,-3.8279922,8.00691509,9.8411684,-9.73268986,2.77980423,-2.54985237,-14.9655828,3.01549697,2.34507537,6.85182047,7.48703146,13.0632286,-10.1540279,7.86055422,8.67327023,0.989591837,-10.21346,-7.04450464,6.79012585,12.2301807,-2.90536046,13.7529802,1.23830581,2.23200321,-0.123599626
809,-0.282001644,0.372074217,1.43699777,3.4069128,7.93244457,-3.01333475,5.63020754,-3.72079587,8.05643559,9.80271816,-9.64902782,3.08196187,-2.87650037,-14.9682245,2.79130912,2.05157304,6.83835363,7.61840105,12.8978195,-10.2308903,7.89944458,8.75189114,0.910090089,-10.2177334,-7.0724287,6.7266202,12.244297,-2.86513424,13.784626,1.29228914,2.22798753,-0.120159611
810,-0.275588512,0.378350139,1.44475126,3.4235425,7.93574095,-2.97090364,5.71253967,-3.61246634,8.10725212,9.76412773,-9.56293297,3.38355827,-3.20477414,-14.9510794,2.57020688,1.75423884,6.81744289,7.74769163,12.731307,-10.3082438,7.93602896,8.83092499,0.829975128,-10.2214155,-7.10054684,6.66402721,12.2579145,-2.82517123,13.8155603,1.34558177,2.22421837,-0.116773017
811,-0.269193143,0.384686708,1.45258033,3.44038534,7.93907261,-2.92770529,5.79379749,-3.50092387,8.16132545,9.7235899,-9.47399044,3.68645167,-3.53716302,-14.913331,2.35099626,1.45058167,6.78871822,7.87545824,12.5648489,-10.3845892,7.97104883,8.91014194,0.748183548,-10.2243109,-7.12819719,6.59778261,12.2740669,-2.78164864,13.8466311,1.39820683,2.21916914,-0.113421135
812,-0.262786001,0.391006202,1.46038747,3.4571104,7.94259453,-2.88421345,5.87261772,-3.38884115,8.21616173,9.6830225,-9.38392448,3.9861877,-3.86698914,-14.8558788,2.13697076,1.14805484,6.75290871,7.99981642,12.3984089,-10.4608917,8.00353336,8.98945713,0.666487396,-10.2267437,-7.15617275,6.53408241,12.28827,-2.73991203,13.8772049,1.45109928,2.21395731,-0.110116683
813,-0.256363332,0.397344023,1.46823275,3.47398162,7.94628096,-2.83961821,5.9507947,-3.27319741,8.27418804,9.64065361,-9.28988743,4.28922653,-4.20333385,-14.7763758,1.92322254,0.837163985,6.7085309,8.12312603,12.2297897,-10.5390511,8.03322506,9.0694828,0.583430529,-10.2284622,-7.18444538,6.46971989,12.3026819,-2.69747925,13.9074774,1.50381052,2.2083509,-0.106883869
814,-0.249929979,0.403700471,1.47610879,3.49091411,7.95006752,-2.79455924,6.02725315,-3.15568066,8.33412266,9.59713364,-9.19416809,4.590693,-4.53902292,-14.6759071,1.71369231,0.525689125,6.65659952,8.24320602,12.0620136,-10.6161127,8.06098557,9.14941978,0.499991268,-10.2295637,-7.21257019,6.40542746,12.3170843,-2.65461397,13.9374142,1.55619931,2.20247698,-0.103696421
815,-0.24350065,0.410077602,1.48401666,3.5079186,7.95399189,-2.74887276,6.10225201,-3.03592563,8.39607906,9.55234528,-9.09635544,4.8914628,-4.87492037,-14.5538235,1.50772905,0.212916449,6.59689856,8.36053848,11.8936911,-10.6936979,8.08623886,9.2297945,0.415014535,-10.2298107,-7.24067116,6.33926821,12.3323832,-2.61003947,13.9673767,1.60858345,2.19528079,-0.100591481
816,-0.237088516,0.416408151,1.49187517,3.52481699,7.95813513,-2.70281816,6.17523575,-2.91496086,8.45931911,9.50662708,-8.99759769,5.18896914,-5.20720291,-14.4114094,1.30729556,-0.0970731974,6.53034115,8.47414112,11.7262611,-10.7710218,8.10859394,9.31001949,0.329691529,-10.2295275,-7.26922512,6.27423906,12.3469267,-2.56618071,13.9965973,1.66042471,2.18853164,-0.097525768
817,-0.230671048,0.422784716,1.49978733,3.54181647,7.96238852,-2.65618443,6.24682522,-2.7917769,8.52444935,9.45956135,-8.89696884,5.48534536,-5.53842974,-14.2475328,1.11087728,-0.406561553,6.45639992,8.58428764,11.5592346,-10.8474579,8.12922287,9.3903389,0.243883073,-10.2285433,-7.29746485,6.2088294,12.3617296,-2.52128386,14.0257473,1.71202195,2.18089533,-0.0944738388
818,-0.224265561,0.429135889,1.50769341,3.55885744,7.9668746,-2.6086657,6.31738567,-2.66576791,8.59190845,9.41095066,-8.793437,5.78223944,-5.87089014,-14.0604172,0.917225778,-0.717775702,6.37439013,8.69145966,11.3909254,-10.9253931,8.14693546,9.47113132,0.157303229,-10.2267733,-7.32587147,6.1437726,12.3760233,-2.47658181,14.0545788,1.76366901,2.17278886,-0.0915423483
819,-0.217883974,0.435499698,1.51559949,3.57583165,7.97146702,-2.56125021,6.38553047,-2.53950095,8.65972805,9.36158276,-8.69081974,6.07253313,-6.1937685,-13.8558245,0.731814027,-1.01955783,6.28752899,8.79391861,11.2249775,-11.0014162,8.1623764,9.55154991,0.0696387067,-10.2242613,-7.35431385,6.07690191,12.3916903,-2.42975092,14.0830164,1.81416214,2.16434932,-0.0885608643
820,-0.211438477,0.441901773,1.52357101,3.59299159,7.97618723,-2.51296973,6.4528985,-2.40981603,8.73027515,9.30996513,-8.58554173,6.36322355,-6.51681471,-13.6279373,0.549577713,-1.321545,6.19316101,8.89305496,11.0582352,-11.0787334,8.17473412,9.63217449,-0.0181111544,-10.2211084,-7.38303709,6.01174116,12.4057808,-2.38434243,14.1112165,1.86530042,2.15546799,-0.0856796503
821,-0.205047742,0.448289901,1.53154135,3.61017919,7.98106337,-2.46426344,6.51874733,-2.27817917,8.80238056,9.25679111,-8.47930908,6.650805,-6.83480072,-13.3796072,0.373193622,-1.61849153,6.09289169,8.98814869,10.8924294,-11.1552076,8.18498039,9.71277809,-0.107183591,-10.2170229,-7.4113884,5.94395256,12.4215212,-2.33626509,14.1393347,1.91577828,2.14543271,-0.0828758031
822,-0.198623896,0.454701513,1.53953373,3.62737107,7.98610735,-2.41520405,6.58296013,-2.14510012,8.87550354,9.20233059,-8.37245369,6.93463564,-7.14620638,-13.1120701,0.203161642,-1.90852463,5.98754597,9.07889175,10.727129,-11.2317743,8.1922121,9.79325676,-0.19611387,-10.2123775,-7.44021273,5.87821054,12.4357729,-2.28958988,14.1670008,1.96624458,2.13539124,-0.0800622776
823,-0.19220835,0.461084992,1.54751348,3.64458013,7.99134016,-2.36567378,6.64579201,-2.00995445,8.95017624,9.14618397,-8.26459694,7.21531773,-7.45182276,-12.8246431,0.0391419753,-2.19243264,5.87707329,9.1654644,10.5622339,-11.3081865,8.19683361,9.87364101,-0.285437167,-10.2069874,-7.46901226,5.81253195,12.4499693,-2.24268818,14.1941786,2.01626635,2.12543344,-0.0773323104
824,-0.185754538,0.467577904,1.55560803,3.66199374,7.99661922,-2.3156755,6.70747709,-1.87216806,9.02669144,9.08793545,-8.1556406,7.49322081,-7.75163078,-12.5168915,-0.118857197,-2.4700551,5.76168394,9.24811077,10.3971243,-11.3846579,8.19883156,9.95418644,-0.37548086,-10.2007418,-7.49772882,5.74608326,12.4646301,-2.19433641,14.2214079,2.06591868,2.11435556,-0.0745328292
825,-0.179348856,0.47395584,1.56359506,3.6792078,8.00218964,-2.26553464,6.76719999,-1.73399282,9.10333824,9.02860546,-8.0473938,7.76502752,-8.04039383,-12.1943808,-0.26852262,-2.7360363,5.64388418,9.32610893,10.2333469,-11.460886,8.19759464,10.0341644,-0.465716958,-10.1938076,-7.52672434,5.68006039,12.4787226,-2.14662027,14.2479897,2.11539197,2.10339737,-0.0718960986
826,-0.172921479,0.480405033,1.57166612,3.69660783,8.00786591,-2.21475983,6.82598925,-1.59272802,9.18208408,8.96668243,-7.93778181,8.03459072,-8.32328987,-11.8515043,-0.41206032,-2.99556422,5.52179289,9.40028667,10.0693598,-11.5373821,8.19355774,10.1141558,-0.556674421,-10.1860094,-7.5555768,5.61285067,12.4932594,-2.09745383,14.2746973,2.16486263,2.09088588,-0.0692689419
827,-0.1664913,0.486862898,1.57975733,3.71404624,8.01364613,-2.16390681,6.88318157,-1.45018542,9.26155281,8.90311623,-7.82868481,8.29839134,-8.59528446,-11.4941378,-0.547286451,-3.2436235,5.39792585,9.47029018,9.90577126,-11.6135283,8.18664074,10.1938257,-0.648047745,-10.1774092,-7.58443213,5.54508877,12.5083399,-2.04726505,14.3008795,2.21333265,2.07861304,-0.0666418225
828,-0.160075709,0.493329972,1.58786619,3.7315433,8.01960945,-2.11256003,6.93920469,-1.30531621,9.34242821,8.83725739,-7.71896887,8.55850792,-8.85872841,-11.1195087,-0.675073087,-3.48252273,5.27161884,9.53640461,9.74239635,-11.6893349,8.17705345,10.2732563,-0.739672899,-10.1680136,-7.61309147,5.47695541,12.5235395,-1.99627316,14.3268862,2.26150203,2.06557226,-0.0640498325
829,-0.15366447,0.499744326,1.5959239,3.74891567,8.02583885,-2.0610137,6.99355888,-1.15982783,9.4232893,8.77011967,-7.60990715,8.81266594,-9.11002636,-10.7328606,-0.794137716,-3.70853305,5.14502525,9.59863091,9.57805634,-11.7665749,8.16320801,10.3523436,-0.830817401,-10.1580009,-7.64234877,5.4111495,12.536912,-1.94742084,14.3523779,2.30990005,2.05261707,-0.0615412146
830,-0.147202089,0.506259382,1.60410488,3.76655054,8.03206444,-2.00913644,7.04695606,-1.0114367,9.50591278,8.70014286,-7.50045586,9.06283379,-9.35191917,-10.3303547,-0.905173838,-3.9246397,5.01713371,9.65737343,9.41337395,-11.8434172,8.14675045,10.4311991,-0.922542393,-10.1471376,-7.67122889,5.34348488,12.5513659,-1.89633751,14.3778791,2.35785651,2.03854489,-0.0590073317
831,-0.140787259,0.512731016,1.61224115,3.78411865,8.03854752,-1.95693612,7.09896469,-0.861537755,9.58914948,8.62785912,-7.39158487,9.30753613,-9.58169556,-9.91621494,-1.00703132,-4.12829351,4.88972378,9.71284199,9.2484808,-11.9204216,8.1267767,10.5095434,-1.01467538,-10.1353598,-7.70010281,5.27488661,12.5665054,-1.84398019,14.4028492,2.40472245,2.02452898,-0.0564936697
832,-0.134307981,0.519237518,1.62043679,3.80180836,8.0451107,-1.90454149,7.14977121,-0.709827483,9.67314434,8.55332851,-7.28302288,9.54701519,-9.79976082,-9.49068451,-1.09993076,-4.31977892,4.76310205,9.76493931,9.08237934,-11.9984055,8.10288048,10.58743,-1.10566568,-10.1231642,-7.72943211,5.20934582,12.5791044,-1.7944988,14.4277134,2.45274425,2.00985813,-0.0540740751
833,-0.12790966,0.525750816,1.62863731,3.81951046,8.05188465,-1.85180485,7.19936609,-0.556276321,9.75785255,8.47639179,-7.17476463,9.78130913,-10.005847,-9.05435276,-1.18344843,-4.49902201,4.63779116,9.81424904,8.91510391,-12.0760183,8.07616806,10.6650181,-1.19753706,-10.1098785,-7.75788403,5.14037609,12.5943604,-1.74066579,14.4523296,2.49875498,1.99433208,-0.0515759625
834,-0.121461287,0.532247663,1.63682878,3.83717155,8.058815,-1.79911852,7.24744177,-0.402225643,9.84224415,8.39762592,-7.06807041,10.0086479,-10.1974678,-8.61298847,-1.25681221,-4.66394043,4.51565933,9.86098289,8.74637222,-12.1550589,8.04468346,10.741807,-1.28872156,-10.0960445,-7.78703213,5.07310867,12.6078291,-1.68892407,14.4766273,2.54556584,1.97848511,-0.0491829924
835,-0.115093946,0.538730443,1.64501488,3.85486507,8.06595993,-1.74604976,7.29445553,-0.24600099,9.9275074,8.31593132,-6.96171761,10.2310047,-10.3769522,-8.16244888,-1.32038844,-4.81691504,4.39582682,9.90542316,8.57648945,-12.2336769,8.01016045,10.8180723,-1.38010728,-10.0812635,-7.81549454,5.00399208,12.6230602,-1.63426721,14.5004311,2.59038496,1.96265125,-0.046740748
836,-0.108631238,0.545274615,1.65327775,3.87268329,8.07315254,-1.69296062,7.34028959,-0.0884143859,10.0129213,8.23195934,-6.85637569,10.4472761,-10.5430164,-7.70664358,-1.37391484,-4.9568119,4.27949476,9.94779682,8.40375996,-12.3140049,7.970819,10.8937225,-1.47056091,-10.06602,-7.84438992,4.93648815,12.636445,-1.58146548,14.5242844,2.63645172,1.94562018,-0.0443600528
837,-0.102191672,0.551794648,1.66152775,3.8905127,8.08055687,-1.63956761,7.38502312,0.0710127652,10.0987892,8.14492226,-6.75188541,10.6580381,-10.6958551,-7.24539709,-1.41706777,-5.0842371,4.16692114,9.98863602,8.22891235,-12.3949375,7.92725134,10.9686394,-1.56081724,-10.049963,-7.87318945,4.86837006,12.6503172,-1.52765,14.5475788,2.68149042,1.92889833,-0.0419999771
838,-0.0957159698,0.558366835,1.66985011,3.90851045,8.08808804,-1.58576274,7.42895985,0.233196706,10.1856518,8.05444717,-6.64749146,10.8641491,-10.8365831,-6.77683592,-1.449929,-5.20005178,4.0579896,10.0280533,8.05007267,-12.4775314,7.87890673,11.0430231,-1.65025556,-10.0332918,-7.9016943,4.80041075,12.6638918,-1.47353745,14.570816,2.72651863,1.91124701,-0.0396543518
