framework,algorithm,phase,mode,tier,n,setting_kind,setting,sample,time_ms
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,8,0.378499
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,9,0.388439
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,10,0.38247
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,11,0.387121
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,12,0.374446
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,13,0.378496
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,14,0.38993
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,15,0.390472
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,16,0.380064
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,17,0.381147
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,18,0.441785
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,19,0.72182
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,0,0.746016
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,1,0.736089
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,2,0.729501
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,3,0.732125
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,4,0.728032
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,5,0.771785
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,6,0.728567
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,7,0.732336
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,8,0.727895
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,9,0.73102
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,10,0.733179
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,11,0.748658
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,12,0.733515
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,13,0.722638
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,14,0.724161
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,15,0.727676
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,16,0.731898
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,17,0.729711
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,18,0.727496
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,19,0.728176
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,0,0.558981
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,1,0.466828
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,2,0.534523
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,3,0.531413
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,4,0.493993
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,5,0.501596
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,6,0.439427
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,7,0.478628
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,8,0.493961
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,9,0.478397
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,10,0.48186
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,11,0.447155
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,12,0.488353
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,13,0.513333
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,14,0.475325
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,15,0.431197
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,16,0.480304
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,17,0.485327
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,18,0.477736
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,19,0.480151
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,0,0.515752
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,1,0.502937
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,2,0.487036
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,3,0.49425
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,4,0.483712
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,5,0.488597
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,6,0.490724
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,7,0.486545
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,8,0.484963
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,9,0.484056
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,10,0.487433
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,11,0.488701
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,12,0.483115
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,13,0.482663
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,14,0.48964
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,15,0.486215
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,16,0.489449
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,17,0.487518
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,18,0.480767
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,19,0.486102
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,0,0.574294
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,1,0.635591
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,2,0.598954
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,3,0.621453
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,4,0.633944
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,5,0.624272
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,6,0.621512
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,7,0.633596
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,8,0.587926
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,9,0.59855
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,10,0.584291
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,11,0.621479
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,12,0.632809
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,13,0.633834
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,14,0.636987
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,15,0.627522
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,16,0.585071
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,17,0.621033
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,18,0.600129
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,19,0.590611
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,0,0.78984
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,1,0.78292
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,2,0.774951
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,3,0.768131
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,4,0.736832
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,5,0.766618
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,6,0.774914
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,7,0.732614
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,8,0.771255
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,9,0.775363
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,10,0.780064
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,11,0.771059
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,12,0.73072
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,13,0.727223
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,14,0.763142
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,15,0.721482
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,16,0.769466
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,17,0.775297
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,18,0.779014
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,19,0.744821
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,0,1.478115
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,1,1.447445
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,2,1.445099
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,3,1.431829
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,4,1.440775
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,5,1.44366
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,6,1.44366
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,7,1.430752
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,8,1.43272
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,9,1.439479
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,10,1.435177
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,11,1.446072
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,12,1.421327
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,13,1.444102
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,14,1.424543
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,15,1.450128
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,16,1.432475
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,17,1.440109
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,18,1.423579
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,19,1.448344
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,0,0.666241
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,1,0.70248
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,2,0.635092
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,3,0.662846
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,4,0.669153
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,5,0.631879
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,6,0.673024
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,7,0.668826
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,8,0.631275
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,9,0.663631
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,10,0.668051
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,11,0.632501
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,12,0.67028
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,13,0.669749
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,14,0.631194
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,15,0.626832
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,16,0.65924
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,17,0.658326
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,18,0.632411
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,19,0.662343
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,0,0.61204
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,1,0.547108
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,2,0.577428
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,3,0.547148
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,4,0.583712
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,5,0.582659
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,6,0.543881
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,7,0.575936
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,8,0.544838
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,9,0.575803
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,10,0.591203
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,11,0.583561
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,12,0.585104
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,13,0.589282
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,14,0.545836
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,15,0.573976
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,16,0.545274
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,17,0.57537
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,18,0.582548
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,19,0.582139
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,0,0.668609
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,1,0.677709
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,2,0.637427
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,3,0.6643
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,4,1.41928
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,5,1.535039
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,6,0.675755
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,7,0.823747
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,8,1.771181
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,9,0.991894
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,10,1.072162
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,11,0.67253
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,12,0.671149
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,13,0.673834
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,14,0.66937
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,15,0.814777
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,16,0.671146
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,17,0.635929
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,18,0.628188
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,19,0.681496
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,0,0.583001
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,1,0.584994
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,2,0.584299
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,3,0.592725
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,4,0.580753
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,5,0.544898
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,6,0.538492
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,7,0.535233
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,8,0.574871
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,9,0.590429
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,10,0.584355
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,11,0.582985
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,12,0.584104
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,13,0.58161
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,14,0.546124
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,15,1.379022
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,16,1.416978
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,17,0.586493
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,18,0.734647
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,19,1.735088
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,0,0.819801
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,1,0.680591
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,2,0.681183
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,3,0.680206
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,4,0.676886
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,5,0.67627
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,6,0.814361
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,7,0.676015
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,8,0.676531
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,9,0.677028
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,10,0.640763
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,11,0.814264
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,12,0.81333
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,13,0.67815
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,14,0.702091
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,15,0.707477
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,16,0.676939
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,17,1.588365
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,18,1.352069
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,19,0.682248
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,0,1.035187
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,1,0.59902
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,2,0.607267
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,3,0.608408
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,4,0.611662
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,5,0.736801
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,6,0.638102
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,7,0.566028
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,8,0.560671
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,9,0.595572
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,10,0.607921
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,11,0.605131
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,12,0.60659
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,13,0.60462
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,14,0.564317
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,15,0.596223
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,16,0.565718
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,17,0.595325
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,18,0.604537
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,19,2.012311
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,0,1.333531
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,1,0.713496
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,2,0.867441
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,3,0.712019
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,4,0.708584
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,5,0.710154
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,6,0.711819
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,7,0.707079
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,8,0.708909
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,9,0.710195
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,10,1.848749
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,11,0.711384
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,12,0.715839
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,13,0.708691
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,14,0.708832
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,15,0.711464
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,16,0.710993
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,17,0.708061
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,18,0.709368
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,19,0.66819
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,0,1.638458
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,1,0.96743
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,2,1.77185
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,3,1.691834
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,4,1.046848
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,5,0.646953
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,6,0.650929
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,7,0.65021
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,8,0.645191
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,9,0.781974
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,10,0.647303
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,11,0.647244
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,12,0.646995
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,13,0.645118
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,14,0.646672
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,15,0.643097
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,16,0.65578
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,17,0.607069
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,18,0.643739
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,19,0.609775
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,0,1.878256
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,1,0.837922
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,2,0.728522
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,3,0.710331
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,4,0.727953
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,5,0.730563
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,6,0.742195
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,7,0.743005
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,8,0.705573
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,9,0.735891
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,10,0.739926
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,11,0.750219
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,12,0.733864
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,13,0.729486
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,14,0.729047
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,15,0.729299
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,16,0.751855
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,17,0.740229
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,18,0.736769
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,19,0.74313
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,0,0.795207
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,1,0.700632
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,2,0.665159
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,3,0.71092
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,4,0.70863
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,5,0.722609
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,6,0.706061
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,7,0.706508
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,8,1.661968
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,9,0.705865
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,10,0.703883
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,11,0.705007
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,12,0.705283
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,13,0.703795
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,14,0.705816
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,15,0.703607
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,16,0.665279
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,17,0.655955
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,18,0.665925
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,19,0.703071
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,0,1.285376
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,1,1.242322
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,2,1.251981
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,3,1.300054
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,4,1.259485
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,5,1.277959
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,6,1.251583
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,7,1.234507
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,8,1.257726
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,9,1.243683
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,10,1.240285
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,11,1.23257
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,12,1.258288
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,13,1.246085
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,14,1.236952
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,15,1.191018
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,16,1.189972
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,17,1.233489
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,18,1.220221
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,19,1.244091
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,0,0.990341
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,1,0.980007
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,2,0.985057
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,3,0.97928
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,4,0.976059
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,5,0.938925
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,6,0.942311
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,7,0.966438
