framework,algorithm,phase,mode,tier,transfers,n,setting_kind,setting,sample,time_ms
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.00048828125,16,58.840355995926075
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.00048828125,16,57.94185800186824
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.00048828125,17,58.815442003833596
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.00048828125,17,57.9260640006396
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.00048828125,18,58.855786999629345
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.00048828125,18,57.9257069985033
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.00048828125,19,58.8408490002621
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.00048828125,19,58.40777399862418
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,0,116.81588999636006
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,0,116.33314299979247
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,1,116.72213300334988
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,1,118.20960699697025
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,2,116.82943800406065
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,2,116.37562399846502
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,3,116.7987240041839
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,3,116.39065000053961
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,4,119.07471699669259
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,4,116.42355100048007
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,5,116.87329400592716
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,5,116.48676400363911
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,6,116.8060490017524
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,6,116.33920899475925
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,7,119.32582599547459
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,7,116.3085919979494
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,8,116.82412400114117
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,8,116.41717000020435
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,9,116.81399300141493
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,9,118.94010999822058
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,10,116.84600999433314
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,10,116.28698999993503
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,11,116.77114299527602
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,11,116.40497600456001
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,12,119.14984199393075
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,12,115.87832399527542
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,13,116.8928710030741
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,13,116.37437799799955
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,14,116.85246499837376
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,14,121.73414399876492
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,15,116.83844000071986
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,15,116.3430939996033
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,16,116.92581100214738
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,16,116.32294399896637
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,17,118.56263499794295
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,17,116.4007369952742
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,18,116.84048399911262
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,18,116.36993099818937
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,19,116.78811599995242
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,19,117.92309999873396
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,0,232.9762800000026
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,0,232.50974799884716
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,1,233.00795400427887
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,1,232.87740600062534
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,2,232.90222500509117
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,2,232.4129129992798
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,3,230.8329439983936
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,3,232.40087000158383
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,4,232.89020000083838
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,4,232.43886700220173
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,5,230.88886299956357
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,5,232.4028580042068
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,6,231.00864999287296
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,6,230.84433400072157
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,7,232.5586220031255
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,7,230.53537299711024
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,8,230.95672700583236
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,8,230.53527900628978
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,9,229.58732199913356
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,9,230.5168790044263
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,10,230.95275300147478
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,10,230.49357799754944
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,11,229.53076400153805
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,11,230.51737100468017
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,12,229.71451500052353
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,12,230.51732299791183
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,13,230.9975249954732
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,13,231.01646800205344
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,14,233.22471899882657
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,14,230.4926400029217
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,15,231.01569199934602
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,15,230.49610100133577
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,16,230.96594699745765
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,16,230.57012800563825
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,17,229.92532400530763
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,17,230.47229300573235
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,18,230.97308100113878
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,18,230.46787399653113
cubie,kvaerno5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,19,231.26697300176602
cubie,kvaerno5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,19,230.67736500524916
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,0,1.2728259971481748
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,0,0.7546180058852769
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,1,1.2041719965054654
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,1,0.7732609956292436
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,2,1.2611529964488
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,2,0.7482469954993576
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,3,1.2003489973722026
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,3,0.7468839976354502
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,4,1.189271999464836
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,4,0.7479170017177239
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,5,1.1879579978995025
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,5,0.7683220028411597
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,6,1.2226059989188798
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,6,0.7470309938071296
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,7,1.1985510063823313
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,7,0.7477680046577007
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,8,1.2012989973300137
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,8,0.7460670021828264
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,9,1.1809940042439848
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,9,0.7477700055460446
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,10,1.2016519976896234
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,10,0.7467730029020458
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,11,1.1864459956996143
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,11,0.7545059997937642
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,12,1.1961890049860813
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,12,0.7484019952244125
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,13,1.1974310036748648
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,13,0.7505949979531579
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,14,1.1907820007763803
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,14,0.7469690026482567
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,15,1.1824429966509342
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,15,0.7492380027542822
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,16,1.1976859968854114
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,16,0.7547749992227182
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,17,1.1938819952774793
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,17,0.7568689979962073
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,18,1.1929710017284378
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,18,0.7451810015481897
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.01,19,1.1939340038225055
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.01,19,0.7767319984850474
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,0,1.365547999739647
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,0,0.8267560042440891
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,1,1.2733609983115457
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,1,0.8257709996541962
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,2,1.2796180017176084
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,2,0.8312540012411773
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,3,1.274260001082439
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,3,0.8249210004578345
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,4,1.2609879995579831
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,4,0.8254560016212054
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,5,1.2647530020331033
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,5,0.8324390000780113
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,6,1.2729459995171055
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,6,0.8223670010920614
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,7,1.2583089992403984
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,7,0.8292540005641058
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,8,1.2697259953711182
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,8,0.8293430000776425
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,9,1.2670140058617108
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,9,0.8239359958679415
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,10,1.2687080015894026
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,10,0.8204460027627647
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,11,1.2689869981841184
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,11,0.8292479978990741
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,12,1.2752050024573691
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,12,0.8199000003514811
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,13,1.254521994269453
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,13,0.8260809991043061
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,14,1.2672079974436201
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,14,0.822722002340015
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,15,1.2596950036822818
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,15,0.8199799995054491
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,16,1.268982006877195
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,16,0.82723699597409
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,17,1.2649109994526953
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,17,0.8292319980682805
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,18,1.263999001821503
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,18,0.8253319974755868
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.001,19,1.2642200017580763
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.001,19,0.8189060026779771
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,0,1.501010003266856
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,0,0.9866280015558004
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,1,1.4201809972291812
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,1,0.9926309940055944
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,2,1.4438360012718476
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,2,0.9760559987626038
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,3,1.438151994079817
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,3,0.9783119967323728
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,4,1.418927997292485
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,4,0.9994830033974722
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,5,1.4153070005704649
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,5,0.9820330014918
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,6,1.4485060019069351
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,6,0.9816749952733517
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,7,1.4217520001693629
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,7,0.9864259991445579
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,8,1.4301580013125204
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,8,0.9765159993548878
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,9,1.427962000889238
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,9,0.9802209970075637
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,10,1.4248959996621124
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,10,0.9876650001388043
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,11,1.4254960042308085
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,11,0.9815330049605109
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,12,1.417211999068968
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,12,0.9804270011954941
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,13,1.406262003001757
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,13,0.9750330063980073
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,14,1.4277319933171384
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,14,0.9791960037546232
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,15,1.4105160007602535
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,15,0.9824419976212084
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,16,1.4284069984569214
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,16,0.9791659977054223
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,17,1.4416359990718774
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,17,0.9809350012801588
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,18,1.4131310017546639
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,18,0.9822360007092357
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,0.0001,19,1.4116989987087436
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,0.0001,19,0.9775989965419285
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,0,1.8949540026369505
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,0,1.3319199933903292
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,1,1.7843859968706965
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,1,1.3249209951027296
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,2,1.7666959975031205
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,2,1.3370899978326634
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,3,1.924631003930699
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,3,1.3273960066726431
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,4,1.7799639972508885
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,4,1.3289519993122667
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,5,1.7669520020717755
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,5,1.3359059958020225
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,6,1.775589000317268
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,6,1.3275969977257773
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,7,1.7734110006131232
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,7,1.3412250045803376
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,8,1.7767590034054592
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,8,1.333008003712166
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,9,1.7703929988783784
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,9,1.3292299991007894
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,10,1.7776200038497336
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,10,1.3252939970698208
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,11,1.7696390059427358
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,11,1.3303930027177557
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,12,1.7671519963187166
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,12,1.3260070045362227
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,13,1.7726730002323166
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,13,1.3250479969428852
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,14,1.763840002240613
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,14,1.3324110041139647
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,15,1.7688860025373287
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,15,1.3501029970939271
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,16,1.8196029996033758
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,16,1.3353169997571968
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,17,1.813044997106772
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,17,1.3429539976641536
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,18,1.8154580029658973
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,18,1.3464579969877377
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-05,19,1.8107200012309477
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-05,19,1.3508499978343025
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,0,6.2059999982011504
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,0,5.64948999817716
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,1,5.986037002003286
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,1,5.310804001055658
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,2,5.975690997729544
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,2,5.502321997482795
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,3,6.174790003569797
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,3,5.572863003180828
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,4,6.104428000980988
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,4,5.651368999679107
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,5,6.095090000599157
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,5,6.133484996098559
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,6,7.8029889991739765
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,6,6.0061949989176355
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,7,5.944268996245228
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,7,5.451274999359157
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,8,5.941467003140133
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,8,5.507166002644226
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,9,5.955792999884579
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,9,5.575805997068528
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,10,6.001645997457672
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,10,5.423401002190076
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,11,5.966408003587276
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,11,5.412535996583756
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,12,5.82850899809273
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,12,5.412395003077108
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,13,5.745854999986477
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,13,5.451566998090129
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,14,5.9363839973229915
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,14,5.444706999696791
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,15,5.9100210055476055
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,15,5.318629002431408
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,16,5.857536001713015
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,16,5.293936999805737
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,17,5.926224999711849
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,17,5.561047997616697
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,18,6.083640000724699
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,18,5.429191995062865
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-06,19,5.886053004360292
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-06,19,5.412340004113503
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-07,0,189.99134699697606
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-07,0,189.4723149962374
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-07,1,189.9386140066781
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-07,1,189.51040400133934
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-07,2,189.95259100483963
cubie,kvaerno5,work_precision,adaptive,default,none,32768,tol,1e-07,2,189.4716579990927
cubie,kvaerno5,work_precision,adaptive,default,both,32768,tol,1e-07,3,189.92294500640128
