package,key,analysis,problem,algorithm,mode,setting_kind,setting,n,states,tier,transfers,min_ms,median_ms,p05_ms,p95_ms,max_ms,samples,errored_pct,error,build_s,recorded_utc
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,32,32,default,both,3.3363,3.4222,3.34542,3.95011,4.0985,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,32,32,default,none,3.2323,3.33595,3.23325,3.481955,3.6521,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,128,32,default,both,5.1898,5.2938,5.19398,5.64186,5.7266,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,128,32,default,none,5.0146,5.12515,5.02353,5.3661,5.6302,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,512,32,default,both,3.3998,3.50235,3.420035,3.659075,3.7365,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,512,32,default,none,3.2371,3.31255,3.244415,3.369195,3.3824,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,2048,32,default,both,4.7542,4.8591,4.756575,5.51076,5.7874,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,2048,32,default,none,4.4716,4.56035,4.48148,4.944765,5.2082,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,8192,32,default,both,14.6829,14.88405,14.75909,16.00752,16.5589,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,8192,32,default,none,14.1293,14.2542,14.13557,14.96155,15.3558,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,32768,32,default,both,183.787,185.9353,184.23088,188.24384,188.3792,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,32768,32,default,none,182.0902,183.6447,182.18803,185.55493,186.5299,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,131072,32,default,both,709.7136,712.06275,710.204865,727.67806,733.8328,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,131072,32,default,none,700.4754,702.5243,701.0343,704.84173,705.5629,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,524288,32,default,both,2841.1343,2843.14135,2841.301205,2849.34787,2849.5609,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,524288,32,default,none,2800.5948,2801.5218,2800.687095,2802.547905,2802.7518,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,2097152,32,default,both,11347.1772,11358.5178,11348.31126,11544.94308,11565.657,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,2097152,32,default,none,11222.8526,11223.3191,11222.89925,11223.55976,11223.5865,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,8388608,32,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96,tsit5,fixed,dt,0.0009765625,8388608,32,default,none,nan,44638.4345,44635.22708,44676.13424,44680.3231,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,adaptive,tol,0.01,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,adaptive,tol,0.001,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,adaptive,tol,0.0001,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,adaptive,tol,1e-05,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,adaptive,tol,1e-06,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,adaptive,tol,1e-07,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,adaptive,tol,1e-08,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,adaptive,tol,0.01,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,adaptive,tol,0.001,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,adaptive,tol,0.0001,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,adaptive,tol,1e-05,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,adaptive,tol,1e-06,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,adaptive,tol,1e-07,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,adaptive,tol,1e-08,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,adaptive,tol,0.01,131072,32,default,d2h,47.9729,51.16645,48.056215,57.742665,80.4242,20,nan,1.526977203,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,adaptive,tol,0.001,131072,32,default,d2h,63.3929,65.5731,63.520295,70.75874,72.4581,20,nan,0.09229935981,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,adaptive,tol,0.0001,131072,32,default,d2h,83.456,84.42675,83.69597,85.50912,85.5171,20,nan,0.02861186091,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,adaptive,tol,1e-05,131072,32,default,d2h,134.8263,135.78905,135.176985,144.638645,145.5755,10,nan,0.003331804201,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,adaptive,tol,1e-06,131072,32,default,d2h,163.1075,165.03355,163.296095,167.382505,167.9878,10,nan,0.0005870105114,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,adaptive,tol,1e-07,131072,32,default,d2h,252.2811,254.01485,252.629535,385.9422,472.2459,10,nan,0.0005149066266,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,adaptive,tol,1e-08,131072,32,default,d2h,919.8216,939.06255,926.34093,950.90551,953.1142,10,nan,0.0006622159689,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,fixed,dt,0.0625,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,fixed,dt,0.03125,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,fixed,dt,0.015625,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,fixed,dt,0.0078125,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,fixed,dt,0.00390625,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,fixed,dt,0.001953125,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,fixed,dt,0.0009765625,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,fixed,dt,0.00048828125,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,fixed,dt,0.000244140625,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,kvaerno3,fixed,dt,0.0001220703125,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,fixed,dt,0.0625,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,fixed,dt,0.03125,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,fixed,dt,0.015625,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,fixed,dt,0.0078125,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,fixed,dt,0.00390625,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,fixed,dt,0.001953125,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,fixed,dt,0.0009765625,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,fixed,dt,0.00048828125,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,fixed,dt,0.000244140625,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,rosenbrock23_sciml,fixed,dt,0.0001220703125,131072,32,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,fixed,dt,0.0625,131072,32,default,d2h,17.0754,21.63705,18.083065,25.61451,42.1732,20,nan,0.843841876,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,fixed,dt,0.03125,131072,32,default,d2h,27.7771,29.0592,27.89059,150.110075,243.2117,10,nan,0.01101886209,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,fixed,dt,0.015625,131072,32,default,d2h,50.5266,51.71635,51.029625,52.61963,53.3289,20,nan,0.0004656628865,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,fixed,dt,0.0078125,131072,32,default,d2h,91.66,92.6793,91.8013,226.841325,317.3136,10,nan,0.0004851648983,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,fixed,dt,0.00390625,131072,32,default,d2h,177.2044,179.56115,177.38557,182.54703,184.3707,10,nan,0.0006453647371,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,fixed,dt,0.001953125,131072,32,default,d2h,347.1292,348.3958,347.42917,489.462865,582.8704,10,nan,0.000872019041,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,fixed,dt,0.0009765625,131072,32,default,d2h,690.823,691.7129,690.935455,707.011005,715.4949,10,nan,0.00121138355,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,fixed,dt,0.00048828125,131072,32,default,d2h,1369.7779,1373.11325,1370.0164,1492.497375,1585.5405,10,nan,0.001578443257,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,fixed,dt,0.000244140625,131072,32,default,d2h,2737.5807,2747.83575,2737.588125,3077.87315,3257.2481,10,nan,0.0019516035,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,lorenz96,tsit5,fixed,dt,0.0001220703125,131072,32,default,d2h,19423.135,19458.9358,19426.71508,19557.10915,19568.0173,3,nan,0.003061395824,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,8,20,default,both,199.8997,206.1705,199.95568,207.411765,207.4947,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,8,20,default,none,200.6808,207.2253,200.82246,210.857475,212.5524,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,32,20,default,both,2210.4612,2229.10065,2211.041745,2255.672295,2263.6908,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,32,20,default,none,2197.3234,2219.6915,2201.81629,2274.054605,2299.3874,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,128,20,default,both,5174.1312,5196.608,5176.37888,5232.0041,5235.937,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,128,20,default,none,5229.3928,5235.9362,5230.04714,5249.19104,5250.6638,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,512,20,default,both,4191.9123,4255.1676,4198.07548,4273.45154,4277.2058,5,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,512,20,default,none,4101.5099,4276.0193,4160.38808,4303.30934,4304.2673,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,2048,20,default,both,779.3669,781.71595,779.79899,784.386015,784.7799,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,2048,20,default,none,779.815,810.0778,780.858685,19366.81581,19409.0884,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,8192,20,default,both,2427.6121,2430.4346,2428.15363,2467.61752,2479.5364,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,8192,20,default,none,2425.2369,2429.0968,2426.13834,2431.57855,2431.9264,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,32768,20,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,32768,20,default,none,nan,125741.423,98841.82097,152641.025,155629.8697,2,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,131072,20,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,131072,20,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,524288,20,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,524288,20,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,2097152,20,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,2097152,20,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,8388608,20,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,kvaerno3,adaptive,tol,1e-05,8388608,20,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,8,20,default,both,551.9908,566.64305,556.084585,615.79748,643.268,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,8,20,default,none,369.0032,373.1945,369.61079,492.59353,581.7073,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,32,20,default,both,2166.2067,3619.362,2175.243375,4593.26681,4609.2923,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,32,20,default,none,4360.8835,4425.4533,4365.67274,4590.69276,4602.1522,5,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,128,20,default,both,1812.3328,3067.11045,1824.883075,6210.978735,6217.1292,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,128,20,default,none,4885.8257,5591.51845,5122.75817,7371.070605,7813.2627,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,512,20,default,both,1444.9726,1510.82325,1446.503725,1553.18318,1553.7374,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,512,20,default,none,1446.5035,1479.8091,1453.395565,1581.027945,1584.1932,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,2048,20,default,both,1918.5401,1983.9702,1919.900225,2048.829405,2050.2906,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,2048,20,default,none,1922.4024,1989.6223,1927.10598,2049.99852,2050.5846,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,8192,20,default,both,28737.2174,29018.9869,28765.39435,29085.81037,29093.2352,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,8192,20,default,none,9215.5836,28907.9561,10257.27051,29483.7955,29712.7987,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,32768,20,default,both,108578.8741,108689.4087,108589.9276,108758.9887,108766.7198,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,32768,20,default,none,108646.9493,108652.3413,108647.4885,108682.4968,108685.8474,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,131072,20,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,131072,20,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,524288,20,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,524288,20,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,2097152,20,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,2097152,20,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,8388608,20,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,rosenbrock23_sciml,adaptive,tol,1e-05,8388608,20,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,8,20,default,both,1.98,2.1578,2.044505,2.411055,2.4482,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,8,20,default,none,1.1194,1.3435,1.12985,1.63765,1.7773,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,32,20,default,both,1.2442,1.2761,1.251705,1.326595,1.3398,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,32,20,default,none,1.1386,1.1953,1.155035,1.25994,1.3025,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,128,20,default,both,1.8777,1.9985,1.942015,2.1413,2.1622,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,128,20,default,none,1.723,1.7846,1.74618,1.875155,1.9313,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,512,20,default,both,1.9355,2.03665,1.953265,2.123675,2.2125,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,512,20,default,none,1.7847,1.8353,1.787835,1.900775,1.9421,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,2048,20,default,both,2.3466,2.51145,2.379945,2.96043,3.0997,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,2048,20,default,none,1.9067,1.97695,1.911355,2.07747,2.1434,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,8192,20,default,both,4.5003,4.71225,4.50619,6.33669,6.6272,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,8192,20,default,none,3.9925,4.04025,3.993165,4.074745,4.0851,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,32768,20,default,both,17.8621,18.25645,17.99586,19.580195,20.2261,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,32768,20,default,none,16.5186,16.6273,16.54064,17.788835,17.8655,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,lorenz96_20,tsit5,adaptive,tol,1e-05,131072,20,default,both,69.03,70.6038,69.36535,72.41765,73.1995,20,nan,nan,nan,2026-09-08T05:44:47Z
